config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
original-minilm,1,4851158101,nice,greenhouse,Forward Deployed Engineer,Australia - Remote,https://boards.eu.greenhouse.io/nice/jobs/4851158101?gh_jid=4851158101,2026-07-21T04:25:02-04:00,nice,forward deployed engineer,1,,5664,1.0000003576278687,,,,1.0000003576278687,minilm_title_cosine,2,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,2,4698580006,eulerity,greenhouse,Forward Deployed Engineer,"New York, NY",https://job-boards.greenhouse.io/eulerity/jobs/4698580006,2026-07-20T22:38:29-04:00,eulerity,forward deployed engineer,1,,3074,1.0000003576278687,,,,1.0000003576278687,minilm_title_cosine,1,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,3,c6d119df-b5e3-4d94-8a4f-22d5040a0924,thought-machine,ashby,Forward Deployed Engineer ,"United States, New York, New York City",https://jobs.ashbyhq.com/thought-machine/c6d119df-b5e3-4d94-8a4f-22d5040a0924,2026-07-21T10:25:42.331000+00:00,thought-machine,forward deployed engineer,1,,6624,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,16,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,4,8526776002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8526776002#open-roles,2026-07-20T21:51:52-04:00,workato,forward deployed engineer,1,,7125,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,15,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,5,8526757002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8526757002#open-roles,2026-07-20T21:51:33-04:00,workato,forward deployed engineer,1,,7125,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,14,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,6,8440865002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8440865002#open-roles,2026-07-20T21:51:15-04:00,workato,forward deployed engineer,1,,6641,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,13,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,7,8437707002,workato,greenhouse,Forward Deployed Engineer,"Boston, Massachusetts; New York, New York; Palo Alto, California",https://www.workato.com/careers?gh_jid=8437707002#open-roles,2026-07-20T21:50:57-04:00,workato,forward deployed engineer,1,,6906,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,12,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,8,8437665002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437665002#open-roles,2026-07-20T21:50:39-04:00,workato,forward deployed engineer,1,,6597,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,11,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,9,8437661002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437661002#open-roles,2026-07-20T21:50:22-04:00,workato,forward deployed engineer,1,,6597,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,10,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
original-minilm,10,8437639002,workato,greenhouse,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437639002#open-roles,2026-07-20T21:50:03-04:00,workato,forward deployed engineer,1,,6595,1.000000238418579,,,,1.000000238418579,minilm_title_cosine,9,2026-07-21T17-43-52Z,4613,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
